target	first_context	second_context	label	idx	pos	first_word	first_position	second_word	second_position																
time	Hun havde ventet i en time, før hun blev kaldt ind i konsultationen	Karrieren er nummer ét i deres liv. De arbejder gerne 70 timer om ugen	same_sense	14471	sb.	time	(22, 26)	timer	(57, 62)																
kæp	Soldater med kæppe forsøger at holde de desperate mennesker på afstand	æslet gav ondt af sig. Men manden der gik ved siden af, stak det med sin kæp, så snart det prøvede at hvile bare lidt	same_sense	6576	sb.	kæppe	(13, 18)	kæp	(73, 76)																
akkord	Murerne havde .. forhandlet sig frem til en ny akkord	Det der med at arbejde på akkord, er det hårdt, som man nogle gange forestiller sig?	same_sense	140	sb.	akkord	(47, 53)	akkord	(26, 32)																
kurve	De fleste steder er overgangen mellem hedesletter og bakkeøer .. præget af lange bløde kurver	Tegner man en kurve over mængden af storke, der kommer til Danmark hvert år, og en anden kurve over antallet af børnefødsler, så vil det vise sig, at der er en meget høj grad af sammenfald	different_sense	6494	sb.	kurver	(87, 93)	kurve	(14, 19)																
spor	Der var tydelige spor i skovbunden, hvor bilen var trillet ned	Himlen var klar med to krydsende spor af fly	same_sense	12581	sb.	spor	(17, 21)	spor	(33, 37)																
tjeneste	Han gik op til kongen og spurgte, om han kunne få tjeneste hos ham	Han er jo aldrig kommet i kirken, når jeg havde tjenesten	same_sense	14556	sb.	tjeneste	(50, 58)	tjenesten	(48, 57)																
forsikring	Vi har altid været gode til at fortælle kunderne hvad en forsikring dækkede, vi har nok ikke fremhævet tydeligt nok hvad en forsikring ikke dækker	Ove [betaler] forsikringen på Britas bil	different_sense	3030	sb.	forsikring	(57, 67)	forsikringen	(14, 26)																
fald	Vismændene venter et fald i produktionen på op mod 1 pct.	[elven] snor sig ned gennem skoven i prægtige sving med dybe høller og brusende fald	different_sense	2306	sb.	fald	(21, 25)	fald	(80, 84)																
føring	to mystiske fremmede [dukker] op. Langsomt begynder de at tage føringen over det der sker, indtil katastrofen truer	han vandt andet sæt med .. 6-0 og tog føringen 4-1 i tredje og afgørende sæt	different_sense	3360	sb.	føringen	(63, 71)	føringen	(38, 46)																
cyklus	De bør lære om kvindens cyklus og dens indflydelse på hendes lyst	appen har brugere i 190 lande og bliver brugt til mange forskellige formål: Nogle prøver at blive gravide, nogle vil lære mere om deres cyklusser, andre vil vide, hvornår de får menstruation og forstå deres symptomer	same_sense	1763	sb.	cyklus	(24, 30)	cyklusser	(136, 145)																
hilsen	Kom godt hjem, grinede han og løftede hånden til hilsen, før han gik over til pølsevognen	Lisbeth havde ringet et par gange og sendt hilsener om god bedring	different_sense	4126	sb.	hilsen	(49, 55)	hilsener	(43, 51)																
kontrakt	Hun blev ikke genansat som direktør, da hendes kontrakt udløb	Kontrakten mellem DUC og D.O.N.G. løber i 25 år	same_sense	5966	sb.	kontrakt	(47, 55)	Kontrakten	(0, 10)																
fod	Hun stak fødderne i et par halvlange, spidse støvler med syninger i siderne	En dame i rejseselskabet brækkede foden og måtte på sygehuset for at have foden i gips	same_sense	2611	sb.	fødderne	(9, 17)	foden	(34, 39)																
chance	Så fik jeg en chance til at vise alle, hvor dygtig og erfaren jeg er	hun ville gerne forsøge at give behandlingen en chance, selv om hun var klar over den store risiko	same_sense	1727	sb.	chance	(14, 20)	chance	(48, 54)																
sprog	Sansning og konkret handling udvikles [: hos barnet] til følelser, vaner, sprog og tænkning	Om det maritime sprog kan man fastslå, at kan man tale det og forstå det, er man halvvejs sømand	same_sense	12652	sb.	sprog	(74, 79)	sprog	(16, 21)																
læs	en høstvogn med fuldt læs skramlede ind på gårdspladsen	Da de svingede om hjørnet, så de den store skovl foran på gummigeden svinge et læs jord væk	same_sense	7316	sb.	læs	(22, 25)	læs	(79, 82)																
veteran	Jeg er selv veteran fra den anden golfkrig og var i Irak i 2006 og 2007. Jeg er blevet skudt på, har selv skudt tilbage og har set vejsidebombers virkning tæt på	i USA og Vietnam fandtes veteranerne fra Vietnamkrigen i tusindvis, i bedste velgående og i stigende grad villige og i stand til at fortælle deres historie	same_sense	15695	sb.	veteran	(12, 19)	veteranerne	(25, 36)																
middel	Regeringen greb dristigt ind i den økonomiske politik. Midlerne var besparelser og indkomstpolitik	de har ikke taget banklån og lign., men klaret sig for opsparede midler	different_sense	7964	sb.	Midlerne	(55, 63)	midler	(65, 71)																
øst	mod øst lå den smalle kløft, han var kommet ned ad	naturområdet i øst grænser op til .. Vejle Fjord med fine vandremuligheder	different_sense	16160	sb.	øst	(4, 7)	øst	(15, 18)																
klat	Figuren modelleres med små klatter ler	Hist og her stod der små klatter med grantræer, og rundtom lå der sommerhuse	different_sense	5580	sb.	klatter	(27, 34)	klatter	(25, 32)																
knudepunkt	Mekka var i før-islamisk tid et fredhelligt valfartssted og et knudepunkt for handelskaravaner	Brugsen, valgmenighedskirken og højskolen lå som knudepunkterne i byens geografi	different_sense	5785	sb.	knudepunkt	(63, 73)	knudepunkterne	(49, 63)																
omløb	det skulle i løbet af julen vise sig at du havde sat en mavehistorie i omløb i familien	Ny satellit sat i omløb	different_sense	8834	sb.	omløb	(71, 76)	omløb	(18, 23)																
modstand	[han] ville overgive sig uden modstand, hvis politifolkene ville undlade at skyde	Fagbevægelsen må droppe modstanden mod deltid og mod en særlig lav løn til arbejdsmarkedets marginalgrupper	different_sense	8071	sb.	modstand	(30, 38)	modstanden	(24, 34)																
myndighed	Generalforsamlingen er foreningens højeste myndighed	Myndigheden indtræder på 18 års fødselsdagen ved døgnets begyndelse	different_sense	8213	sb.	myndighed	(43, 52)	Myndigheden	(0, 11)																
myndighed	Passet skal være udstedt af en kompetent myndighed fra det land, hvori pasindehaveren er statsborger	Generalforsamlingen er foreningens højeste myndighed	same_sense	8203	sb.	myndighed	(41, 50)	myndighed	(43, 52)																
spion	han .. arbejdede som sovjetisk spion i den amerikanske flådes efterretnings-organisation	Georg Kessler, tysk spion i Idrætsparken i fredags, lægger ikke fingrene imellem i sin bedømmelse af vort VM-hold	different_sense	12576	sb.	spion	(31, 36)	spion	(20, 25)																
appel	Jeg vil gerne rette en appel til alle om hjælp til at finde Søs	reklamebranchen arbejder med visuelle meddelelsers appel	different_sense	408	sb.	appel	(23, 28)	appel	(51, 56)																
