target	first_context	second_context	label	comment	pos	first_word	first_position	second_word	second_position	
beskaffenhed	Øl var vigtigt i middelalderen, hvor drikkevandet var af tvivlsom beskaffenhed	Som biologilærer er Lene også meget interesseret i miljøet og dets beskaffenhed	same_sense	282	sb.	beskaffenhed	(66, 78)	beskaffenhed	(67, 79)	1
besked	når klartonen lyder, kan De indtale Deres besked	Vinderne får direkte besked	same_sense	283	sb.	besked	(42, 48)	besked	(21, 27)	1
beskedenhed	Slut med beskedenheden — partiet skal markedsføres bedre	"Jeg ser ingen grund til falsk beskedenhed," sagde han kort. "Jeg er dygtig og højt begavet, jeg har initiativ og fantasi, jeg er flittig og giver aldrig op!"	same_sense	289	sb.	beskedenheden	(9, 22)	beskedenhed	(31, 42)	1
beskyldning	den cubanske viceudenrigsminister .. afviser vestlige beskyldninger om, at Cuba er et diktatur	De mange breve, han skrev til sin kone, skiftede mellem ømme kærlighedserklæringer og rasende beskyldninger for utroskab	same_sense	290	sb.	beskyldninger	(54, 67)	beskyldninger	(94, 107)	1
beslag	En metalskorsten skal være solidt fastgjort med sikre beslag	Skjoldene var lavet af træ med beslag af metal	same_sense	291	sb.	beslag	(54, 60)	beslag	(31, 37)	1
beslutning	I 1972 traf Danmark beslutning om at indtræde i EF	Det var hendes livs sværeste beslutning	same_sense	292	sb.	beslutning	(20, 30)	beslutning	(29, 39)	1
bestanddel	Skelettets vigtigste bestanddele er brusk, sener og knoglevæv	jeg synes, at alkohol efterhånden er blevet en fast bestanddel i hyggeligt samvær	same_sense	293	sb.	bestanddele	(21, 32)	bestanddel	(52, 62)	1
bestialitet	Kun fantasien og ikke virkeligheden sætter tilsyneladende grænser for den menneskelige bestialitet	freden blev brudt, og borgerkrigen genoptaget med hidtil uset vildskab og bestialitet	same_sense	294	sb.	bestialitet	(87, 98)	bestialitet	(74, 85)	1
bestyrelse	jeg er lige blevet valgt ind i bestyrelsen i vores børnehave	Bestyrelsen holder møde, når enten formanden eller mindst to bestyrelsesmedlemmer finder det påkrævet	same_sense	295	sb.	bestyrelsen	(31, 42)	Bestyrelsen	(0, 11)	1
besværlighed	I 50'erne blev det efterhånden muligt at rejse sydpå uden alt for mange besværligheder	Da bartenderen skænker op, har han store besværligheder med at ramme glasset. Han er plørefuld	same_sense	296	sb.	besværligheder	(72, 86)	besværligheder	(41, 55)	1
besøg	Han bor alene i havehuset, men fik onsdag aften besøg af sin veninde og datter	jeg husker mine besøg hos tandlægen som noget rædselsfuldt, det gør de fleste vel	same_sense	297	sb.	besøg	(48, 53)	besøg	(16, 21)	1
betaling	Staten yder et bidrag til betaling af timelønnen til de arbejdsgivere, der antager langtidsledige	Betalingen for hjemmehjælp er afpasset efter den enkeltes indtægter	same_sense	300	sb.	betaling	(26, 34)	Betalingen	(0, 10)	1
betalingsmiddel	Nu er det Dankortet, der skubber til checken som det foretrukne betalingsmiddel	i det gamle landbosamfund var gæs et betalingsmiddel, idet mange afgifter blev erlagt i gæs	same_sense	301	sb.	betalingsmiddel	(64, 79)	betalingsmiddel	(37, 52)	1
betegnelse	nogle gav ham betegnelsen talentfuld, mens andre dømte ham hoven	Hvad er den gængse medicinske betegnelse på leverbetændelse?	same_sense	302	sb.	betegnelsen	(14, 25)	betegnelse	(30, 40)	1
beundring	[filmene er] så kunstnerisk vellykkede, at de vækker berettiget international beundring	videnskaben bukkede i beundring for hans kombinationsevne og tværvidenskabelige fantasi	same_sense	308	sb.	beundring	(78, 87)	beundring	(22, 31)	1
bevismateriale	tiltalte skal kende og have mulighed for at imødegå det bevismateriale, der fremlægges fra anklagemyndighedens side	nysgerrige blev holdt på behørig afstand, så ingen bevismaterialer blev ødelagt eller fjernet	same_sense	309	sb.	bevismateriale	(56, 70)	bevismaterialer	(51, 66)	1
bi	bierne summede af sted i solskinnet fra blomst til blomst	en dag kørte [han] ind i én af bistaderne med plæneklipperen — og fik en horde af vrede bier efter sig. Syv stik blev det til	same_sense	310	sb.	bierne	(0, 6)	bier	(88, 92)	1
bidragyder	Fonden donerer store summer til velgørenhed og er blandt andet verdens største bidragsyder til SOS Børnebyerne	Bigum var gennem en årrække bidragyder til den danske udgave af det amerikanske satiremagasin "Mad"	same_sense	311	sb.	bidragsyder	(79, 90)	bidragyder	(28, 38)	1
bigamist	Lise er bigamist — hun har i hvert fald mere end én mand	hans oldemor var gift med en bigamist. Ja, det er spændende nu, men det var ikke altid lige spændende dengang	same_sense	314	sb.	bigamist	(8, 16)	bigamist	(29, 37)	1
bikini	selvfølgelig skal vi da også have luftet badebukser og bikini. Der er masser af fine sandstrande på Korfus vestkyst	Stranden er offentlig, så tag hensyn til lokalbefolkningen, og undlad bikini og topløs solbadning	same_sense	317	sb.	bikini	(55, 61)	bikini	(70, 76)	1
bil	min bil gik i stå, fordi der ikke var mere benzin i den	du har overhovedet ikke herredømme over bilen, når du enten har sat bilen i frigear eller har koblet ud	same_sense	327	sb.	bil	(4, 7)	bilen	(40, 45)	1
bilag	Idet jeg takker for Deres ansøgning og returnerer de medsendte bilag, skal jeg meddele, at De ikke er blandt de indstillede	De yderligere foranstaltninger, der kræves for laboratorier og dyrerum, er anført i bilag 4	same_sense	328	sb.	bilag	(63, 68)	bilag	(84, 89)	1
biprodukt	Kærnemælken opstod som et biprodukt fra smørproduktionen	[satellittens] mulighed for at formidle TV-programmer er kun et biprodukt. Dens hovedopgave bliver data-transmissioner	same_sense	331	sb.	biprodukt	(26, 35)	biprodukt	(64, 73)	1
blandingsmisbrug	Især her på Vesterbro har vi mange problemer med blandingsmisbrug. De fleste narkomaner drikker også alkohol	Blandingsmisbruget er blevet endnu mere udpræget med gennemsnitligt endnu flere stoffer påvist i hvert dødsfald end tidligere	same_sense	332	sb.	blandingsmisbrug	(49, 65)	Blandingsmisbruget	(0, 18)	1
ble	det var Huberts mor, der skiftede bleen på ham, for det med at lave og tisse syntes hans far var noget ulækkert noget	Det var før papirbleernes tid, og jeg kogte bleer og trøjer i en stor kedel hver dag	same_sense	335	sb.	bleen	(34, 39)	bleer	(17, 22)	1
bleskift	Lige nu er der stille og roligt i lejligheden, men snart bliver roen skiftet ud med babygråd og bleskift	Hvis dit barn gylper meget, kan det også være en god idé at lægge bleskiftene mellem amningerne, og ikke lige efter	same_sense	338	sb.	bleskift	(96, 104)	bleskiftene	(66, 77)	1
blod	Blodet pumpes fra hjertet gennem pulsårerne ud til alle dele af kroppen	Han havde mistet et par liter blod fra snitsår i højre arm	same_sense	344	sb.	Blodet	(0, 6)	blod	(30, 34)	1
blodtryk	Om natten falder blodtrykket, og stiger igen, når du vågner	pas på blodtrykket, Madsen. Det er ikke sundt at blive ophidset i din alder	same_sense	345	sb.	blodtrykket	(17, 28)	blodtrykket	(7, 18)	1
blokpolitik	I 2015 skiftede det politiske system for alvor fra blokpolitikkens fastlåste positioner, og mindretalsregeringernes periode kan vise sig lang	Jeg er fuldstændig ligeglad med blokpolitik, og hvilket parti der siger hvad. Jeg vil bare lave så gode løsninger som overhovedet muligt	same_sense	346	sb.	blokpolitikkens	(51, 66)	blokpolitik	(32, 43)	1
blomsterdekoratør	de to blomsterdekoratører bruger oftest bløde, lyse farver og pasteller, der ikke stjæler opmærksomheden fra bruden og kjolen	Blomsterbinder kan alle blive. Man skal bare tage nogle kurser, mens blomsterdekoratør er en egentlig uddannelse	same_sense	349	sb.	blomsterdekoratører	(6, 25)	blomsterdekoratør	(69, 86)	1
blondine	Gentlemen foretrækker blondiner, siges det	Hvordan ser man at der har været en blondine ved ens pc'er? Der er kvajeblæk på skærmen!	same_sense	359	sb.	blondiner	(22, 31)	blondine	(36, 44)	1
bogstav	Alfabetet består af 29 bogstaver, som inddeles i 2 grupper: selvlyde og medlyde	Hun havde lettere ved at lære bogstaver end tal	same_sense	360	sb.	bogstaver	(23, 32)	bogstaver	(30, 39)	1
boldspiller	selv om vi var svømmere eller boldspillere eller hvad vi var .. skulle vi have gymnastik også	Hun har enormt tunge slag. Men hun har også altid været en boldspiller med mange aspekter i spillet, blandt andet stopbolde og generel finesse	same_sense	363	sb.	boldspillere	(30, 42)	boldspiller	(59, 70)	1
bolig	Boligen er den vigtigste fysiske ramme om en families hverdag og trivsel	Der blev skaffet store summer til at opføre nye boliger for. Slumkvartererne skulle afskaffes	same_sense	399	sb.	Boligen	(0, 7)	boliger	(48, 55)	1
bolignød	Efter 2. Verdenskrig var bolignøden stor i Danmark	jeg befinder mig i akut bolignød, efter at være blevet opsagt fra et fremlejet værelse	same_sense	402	sb.	bolignøden	(25, 35)	bolignød	(24, 32)	1
bolsje	Du kan tage et bolsje dér på skranken, det er gratis, og det er service	"Vil du have et bolche? Det er godt for halsen," siger hun	same_sense	403	sb.	bolsje	(15, 21)	bolche	(16, 22)	1
bondekarl	Den store søgning af malkepiger og bønderkarle til folkehøjskolerne bidrog til andelsbevægelsens eksplosive gennembrud	sådan nogle fjollede bondekarle, som drak sig fulde til ballerne og sloges eller sad nede på kroen og raflede	same_sense	406	sb.	bønderkarle	(35, 46)	bondekarle	(21, 31)	1
bopæl	han tog en taxi hjem til sin bopæl i Måløv	vidner havde genkendt de to, så politiet opsøgte deres bopæle, hvor de dog ikke traf de unge	same_sense	407	sb.	bopæl	(29, 34)	bopæle	(55, 61)	1
bor	Det karakteristiske ved boret er .. en helt speciel spids, som forhindrer boret i at slingre	Overvejer at skrotte begge bor .. De to oversvømmede boremaskiner på Sprogø kommer måske aldrig til at bore igen	same_sense	410	sb.	boret	(24, 29)	bor	(27, 30)	1
bordel	det var især på bordellerne, at han dyrkede sine erotiske interesser	Jeg svarer potentielle kunder, der ringer og spørger om bryststørrelser, alder, og hvilke former for sex der tilbydes fra bordellets laminerede menukort	same_sense	411	sb.	bordellerne	(16, 27)	bordellets	(122, 132)	1
borgmester	borgmester Per Møller vil sammen med Rødovres postmester Svend Erik Hansen tænde centrets .. juletræ kl. 12	ideen har mødt stor modstand hos de socialdemokratiske borgmestre, som ønsker at holde igen på det kommunale skattetryk	same_sense	439	sb.	borgmester	(0, 10)	borgmestre	(55, 65)	1
bortrejse	Årsagen til bortrejsen var, at moderen og de to børn bestandigt blev drillet, generet og det, der er værre	under bortrejse kan det være fornuftigt at skrue lidt ned for varmen	same_sense	442	sb.	bortrejsen	(12, 22)	bortrejse	(6, 15)	1
bosted	Når man bliver voksen, får en uddannelse og finder et nyt bosted og får nye venner, så glemmes fortiden let	[Vikingerne] drog ud og fandt ny bosteder	same_sense	443	sb.	bosted	(58, 64)	bosteder	(33, 41)	1
boulevardpresse	Ved skilsmissen i 1963 fik hun til boulevardpressens fryd i retten opregnet godt 88 elskere	boulevardpressen i Sverige er nu også mere britisk end den danske. Den får eddermame kørt noget sladder af	same_sense	444	sb.	boulevardpressens	(35, 52)	boulevardpressen	(0, 16)	1
brandbælte	I den knastørre skov sprang ilden over flere brandbælter, så det en overgang brændte fire steder i plantagen	Landmanden prøvede at stoppe ilden ved at pløje flere brandbælter, men det lykkedes ikke. I stedet bredte ilden sig så hurtigt, at hans traktor blev flammernes bytte	same_sense	447	sb.	brandbælter	(45, 56)	brandbælter	(54, 65)	1
brandsprøjte	Der skulle bruges store mængder vand for at få nedkæmpet flammerne, og vi rekvirerede derfor ekstra brandsprøjte og vandtankvogn fra Helsinge	Fire brandmænd rykkede ud med sirener og brandsprøjte, da meldingen lød på brand på Reventlowsvej	same_sense	448	sb.	brandsprøjte	(100, 112)	brandsprøjte	(41, 53)	1
bras	Jeg rejste mig, gik til medicinskabet, og fandt mellem hårclips og andet bras et par fladklemte tuber	Poul Schlüter sagde for et par år siden, at ideologi er noget bras	same_sense	451	sb.	bras	(73, 77)	bras	(62, 66)	1
brasseri	Nordisk spisehus er, hvad man i sydligere egne ville kalde bistro, brasseri eller taverna — altså et sted, hvor man kommer forbi, indtager et måltid og smutter igen	i Paris har de været rundt på mindst 30 brasserier for at samle inspiration til indretningen af Nimb's Brasserie	same_sense	452	sb.	brasseri	(67, 75)	brasserier	(40, 50)	1
bred	Tue sprang fra sten til sten over åen og kom op på den modsatte bred	Så snart ankeret var kastet ud, blev en jolle sat i vandet, og Columbus sejlede ind mod bredden	same_sense	458	sb.	bred	(64, 68)	bredden	(88, 95)	1
brosten	De .. hårdtpumpede cykeldæk bumpede hen over de blankslidte brosten, og jeg fik rystet alle indvoldene løse	de vrede landmænd kastede med brosten, træstykker og metalstumper efter politiet	same_sense	459	sb.	brosten	(60, 67)	brosten	(30, 37)	1
browser	hun bruger en privat browser, når hun googler forskellige symptomer	De fleste browsere lader dig slette hele din søgehistorik eller historikken fra din nuværende session	same_sense	460	sb.	browser	(21, 28)	browsere	(10, 18)	1
brud	Bruden var yndig, gommen flot og babyen, der skulle døbes samme dag, lignede en engel	Myrteplanten er symbol på brudens løfte om evig troskab	same_sense	466	sb.	Bruden	(0, 6)	brudens	(26, 33)	1
brudekjole	Jeg har fundet min brudekjole, den er så smuk, og jeg kan næsten ikke vente med at få den på	En brudekjole kan kræve 30 til 40 meter stof og tage op til fem måneder at sy	same_sense	468	sb.	brudekjole	(19, 29)	brudekjole	(3, 13)	1
brudepar	i regn og kulde blev brudeparret overdænget med ris efter vielsen	Efter et par dages ophold i London tog brudeparret på bryllupsrejse	same_sense	478	sb.	brudeparret	(21, 32)	brudeparret	(39, 50)	1
bruger	Michael er bruger på Værestedet i Jægergårdsgade i Aarhus, som er for mennesker i en svær situation	brugere på Tinderbox' Facebook-side vil kunne stemme på 30 udvalgte bands og solister, som skæres ned til 15 finalenavne	same_sense	481	sb.	bruger	(11, 17)	brugere	(0, 7)	1
brugsanvisning	Midler til behandling af fnat fås i håndkøb. Følg brugsanvisningen ganske nøje	Børneopdragelse er som at samle en modelflyver uden brugsanvisning	same_sense	496	sb.	brugsanvisningen	(50, 66)	brugsanvisning	(52, 66)	1
brunch	Den bedste brunch får jeg i privaten med friskbagt bagerbrød og hjemmepresset juice	Brunchen indeholder blandt andet røget laks fra eget røgeri, som bliver serveret med krebsehalesalat. Desuden får man to slags gårdoste sammen med italiensk skinke med melonsalat foruden den klassiske røræg & bacon	same_sense	497	sb.	brunch	(11, 17)	Brunchen	(0, 8)	1
brændenælde	Hun vadede gennem brændenælderne frem mod et hul i hækken. Nælderne bed og stak	Under blancheringen ødelægges brændenældernes brændehår, så man løber ingen risiko for at blive "brændt op" indvendig	same_sense	512	sb.	brændenælderne	(18, 32)	brændenældernes	(30, 45)	1
brændevin	de ældre — dvs. mændene — tævede i kortene og drak for meget brændevin	[raki] er en brændevin med anissmag	same_sense	513	sb.	brændevin	(61, 70)	brændevin	(13, 22)	1
brøk	Jeres klasselærer går i gang med at undervise jer i matematik. Det handler om brøker og lagkager	hvordan skal man .. lægge to brøker sammen, som ikke har den samme nævner, fx 4/9 + 12/5 ?	same_sense	514	sb.	brøker	(78, 84)	brøker	(29, 35)	1
brøkdel	I en brøkdel af et sekund fik han et glimt af et ansigt, der lynhurtigt forsvandt fra ruden	udenlandske film og serier .. koster kun en brøkdel af, hvad de danske produktioner løber op i	same_sense	515	sb.	brøkdel	(5, 12)	brøkdel	(44, 51)	1
budgetkonto	Jeg kan godt lide, at der kommer noget ind på budgetkontoen hver måned	Tjek dit rådighedsbeløb og undgå på din budgetkonto at betale til noget, du ikke har brug for: fitness, antenneforening eller lignende	same_sense	516	sb.	budgetkontoen	(46, 59)	budgetkonto	(40, 51)	1
bukketorn	Det er en usædvanlig landsby med gårde ud til stranden. Her hersker en intim stemning i de snævre gyder med duft af æbleroser og bukketorn blandet med havsalt og tang	Bukketorn hører hjemme på den stenede strand	same_sense	519	sb.	bukketorn	(129, 138)	Bukketorn	(0, 9)	1
bukseben	Hvis man gerne vil gå med livrem og seler, så kan man putte strømperne ud over buksebenene. På den måde kan du undgå, at der kravler flåter op ad dine ben	Olie fra cykelkæden har en vis tendens til altid at sætte sig på buksebenene	same_sense	522	sb.	buksebenene	(79, 90)	buksebenene	(65, 76)	1
