idx	target	pos	first_context	first_word	first_position	second_context	second_word	second_position	label
231	analytiker	sb.	Flere analytikere mener, at kun en rentesænkning i Tyskland kan redde francen	analytikere	(6, 17)	"Som en af ""verdens mest klartskuende forretningsmænd"" er han selvfølgelig også en skarpsindig analytiker af det politiske livs strømme"	analytiker	(94, 104)	different_sense
232	anbefaling	sb.	flertallet af befolkningen sagde nej til politikernes massive anbefaling af Maastricht-traktaten	anbefaling	(62, 72)	hver femte dansker drikker mere end Sundhedsstyrelsens anbefalinger	anbefalinger	(55, 67)	same_sense
233	anbefaling	sb.	flertallet af befolkningen sagde nej til politikernes massive anbefaling af Maastricht-traktaten	anbefaling	(62, 72)	jeg har på min læges anbefaling været indlagt på psykiatrisk afdeling	anbefaling	(21, 31)	same_sense
234	anbefaling	sb.	hver femte dansker drikker mere end Sundhedsstyrelsens anbefalinger	anbefalinger	(55, 67)	jeg har på min læges anbefaling været indlagt på psykiatrisk afdeling	anbefaling	(21, 31)	same_sense
235	anbefaling	sb.	flertallet af befolkningen sagde nej til politikernes massive anbefaling af Maastricht-traktaten	anbefaling	(62, 72)	"når han skal ""rigtig"" ud på arbejdsmarkedet engang står han jo med et godt papir på hånden, — en anbefaling fra et advokatkontor er jo nok ikke så tosset at have med sig"	anbefaling	(97, 107)	different_sense
236	anbefaling	sb.	hver femte dansker drikker mere end Sundhedsstyrelsens anbefalinger	anbefalinger	(55, 67)	"når han skal ""rigtig"" ud på arbejdsmarkedet engang står han jo med et godt papir på hånden, — en anbefaling fra et advokatkontor er jo nok ikke så tosset at have med sig"	anbefaling	(97, 107)	different_sense
237	anbefaling	sb.	jeg har på min læges anbefaling været indlagt på psykiatrisk afdeling	anbefaling	(21, 31)	"når han skal ""rigtig"" ud på arbejdsmarkedet engang står han jo med et godt papir på hånden, — en anbefaling fra et advokatkontor er jo nok ikke så tosset at have med sig"	anbefaling	(97, 107)	different_sense
238	and	sb.	2-3 hunde pudses ud i søen, så ænderne kan flyve op og man på rigtig jægermaner kan skyde	ænderne	(31, 38)	hun gik bredt og vraltende som en and	and	(34, 37)	same_sense
239	and	sb.	2-3 hunde pudses ud i søen, så ænderne kan flyve op og man på rigtig jægermaner kan skyde	ænderne	(31, 38)	And hører sig til på julefrokostbordet. Her laver vi både andepostej og sprængt andebryst	And	(0, 3)	different_sense
240	and	sb.	hun gik bredt og vraltende som en and	and	(34, 37)	And hører sig til på julefrokostbordet. Her laver vi både andepostej og sprængt andebryst	And	(0, 3)	different_sense
241	andel	sb.	En dansk undersøgelse har vist, at andelen af rygere i 9. klasse var 13 % blandt børn uden rygere i hjemmet og 50 % blandt børn med	andelen	(35, 42)	Tyskland fyldes op med opportunistiske fremmede. De kommer for at få andel i nationens velstand	andel	(69, 74)	same_sense
242	andel	sb.	Aktionæren har som sådan en forholdsmæssig andel i selskabet	andel	(43, 48)	Obligationsserierne opdeles i andele på normalt 1000 kr.	andele	(30, 36)	same_sense
243	andel	sb.	Ingen tvivl om vi landbrugere erkender at vi har en andel i forureningen	andel	(52, 57)	Han har også en ikke ringe andel i forestillingens sjoveste scene	andel	(27, 32)	same_sense
253	andel	sb.	Aktionæren har som sådan en forholdsmæssig andel i selskabet	andel	(43, 48)	Han har også en ikke ringe andel i forestillingens sjoveste scene	andel	(27, 32)	different_sense
247	andel	sb.	Tyskland fyldes op med opportunistiske fremmede. De kommer for at få andel i nationens velstand	andel	(69, 74)	Obligationsserierne opdeles i andele på normalt 1000 kr.	andele	(30, 36)	different_sense
250	andel	sb.	Tyskland fyldes op med opportunistiske fremmede. De kommer for at få andel i nationens velstand	andel	(69, 74)	Ingen tvivl om vi landbrugere erkender at vi har en andel i forureningen	andel	(52, 57)	different_sense
256	anerkendelse	sb.	i sin samtid nød han betydelig anerkendelse som komponist	anerkendelse	(31, 43)	rødvinen har høstet megen anerkendelse i form af en medaljeregn i Frankrig og udland	anerkendelse	(26, 38)	same_sense
257	anerkendelse	sb.	i 1970erne opstod en militant bevægelse blandt ur-australierne for anerkendelse af deres oprindelige ret til landet	anerkendelse	(67, 79)	Der er splittelse blandt EF's udenrigsministre i spørgsmålet om anerkendelse af de jugoslaviske løsrivelsesrepublikker	anerkendelse	(64, 76)	same_sense
261	anerkendelse	sb.	rødvinen har høstet megen anerkendelse i form af en medaljeregn i Frankrig og udland	anerkendelse	(26, 38)	Der er splittelse blandt EF's udenrigsministre i spørgsmålet om anerkendelse af de jugoslaviske løsrivelsesrepublikker	anerkendelse	(64, 76)	different_sense
260	anerkendelse	sb.	rødvinen har høstet megen anerkendelse i form af en medaljeregn i Frankrig og udland	anerkendelse	(26, 38)	i 1970erne opstod en militant bevægelse blandt ur-australierne for anerkendelse af deres oprindelige ret til landet	anerkendelse	(67, 79)	different_sense
258	anerkendelse	sb.	i sin samtid nød han betydelig anerkendelse som komponist	anerkendelse	(31, 43)	i 1970erne opstod en militant bevægelse blandt ur-australierne for anerkendelse af deres oprindelige ret til landet	anerkendelse	(67, 79)	different_sense
270	angreb	sb.	Georg Metz retter usædvanlig hårdt angreb mod sin tidligere arbejdsplads	angreb	(35, 41)	jeg var bange for, at en af stjernerne i angrebet ville få til opgave at neutralisere mig	angrebet	(41, 49)	different_sense
271	angreb	sb.	den svenske valuta [har] været udsat for jævnlige angreb	angreb	(50, 56)	Ovennævnte forsikringer omfatter .. dækning for angreb af svampe og insekter	angreb	(48, 54)	different_sense
272	angreb	sb.	den svenske valuta [har] været udsat for jævnlige angreb	angreb	(50, 56)	Roma [fik] i næste angreb tid og plads til at producere kampens første mål	angreb	(19, 25)	different_sense
277	anke	sb.	Han udbad sig betænkningstid med hensyn til en anke af dommen	anke	(47, 51)	Og en anden anke: Ved lav fart høres benzinpumpens tikken fra tankområdet alt for tydeligt	anke	(12, 16)	different_sense
278	anklage	sb.	anklagen blev frafaldet, da intet kunne bevises	anklagen	(0, 8)	Tyskland udstedte fredag en arrestordre mod den aldrende Honecker. Anklagen lyder på manddrab	Anklagen	(67, 75)	same_sense
279	anklage	sb.	For en kærlig moder er en søns anklage det allerværste der kan hænde	anklage	(31, 38)	anklagen blev frafaldet, da intet kunne bevises	anklagen	(0, 8)	different_sense
280	anklage	sb.	For en kærlig moder er en søns anklage det allerværste der kan hænde	anklage	(31, 38)	Tyskland udstedte fredag en arrestordre mod den aldrende Honecker. Anklagen lyder på manddrab	Anklagen	(67, 75)	different_sense
281	anledning	sb.	Det er en sag, der har givet anledning til mange diskussioner	anledning	(29, 38)	Menighedsrådet indkaldes til møde af formanden, når denne finder anledning dertil	anledning	(65, 74)	same_sense
282	anledning	sb.	lidt senere finder jeg en anledning til at forlade stedet	anledning	(26, 35)	Haverne, de små rækkehushaver, er en anledning til fællesskab	anledning	(37, 46)	same_sense
288	anledning	sb.	Menighedsrådet indkaldes til møde af formanden, når denne finder anledning dertil	anledning	(65, 74)	få et godt råd til den daglige madlavning eller måske den særlige anledning	anledning	(66, 75)	different_sense
289	anledning	sb.	lidt senere finder jeg en anledning til at forlade stedet	anledning	(26, 35)	få et godt råd til den daglige madlavning eller måske den særlige anledning	anledning	(66, 75)	different_sense
287	anledning	sb.	Det er en sag, der har givet anledning til mange diskussioner	anledning	(29, 38)	få et godt råd til den daglige madlavning eller måske den særlige anledning	anledning	(66, 75)	different_sense
294	anlæg	sb.	hvis én enkelt radiator går, behøver man ikke at .. tømme vand af hele anlægget	anlægget	(71, 79)	På det avancerede anlæg i Jørgens stue laver han og Jacob ny musik	anlæg	(18, 23)	same_sense
295	anlæg	sb.	Jeg tror ikke, jeg har anlæg for at spille klaver	anlæg	(23, 28)	hun havde anlæg til fedme	anlæg	(10, 15)	same_sense
292	anlæg	sb.	virksomhedens anlæg .. laver kemisk termomasse til kartonproduktionen	anlæg	(14, 19)	hvis én enkelt radiator går, behøver man ikke at .. tømme vand af hele anlægget	anlægget	(71, 79)	same_sense
335	anlæg	sb.	Han hentede to øller i køkkenet og satte en rockplade på anlægget	anlægget	(57, 65)	det er DNA-molekylerne, som er bærere af de arvelige anlæg (generne)	anlæg	(53, 58)	different_sense
304	anlæg	sb.	det gamle tropefuglehus .. skal erstattes af et nyt anlæg til 30 millioner kroner	anlæg	(52, 57)	grundvandet stod for højt og umuliggjorde anlæg af kældre	anlæg	(42, 47)	different_sense
317	anlæg	sb.	virksomhedens anlæg .. laver kemisk termomasse til kartonproduktionen	anlæg	(14, 19)	grundvandet stod for højt og umuliggjorde anlæg af kældre	anlæg	(42, 47)	different_sense
346	anmeldelse	sb.	"tre store dagblade gav ""Styrmand Karlsens Flammer"" dårlige anmeldelser"	anmeldelser	(59, 70)	Der blev indgivet anmeldelse om tyveriet til politiet umiddelbart efter	anmeldelse	(18, 28)	different_sense
352	ansigt	sb.	Det er en stor fordel at være et kendt ansigt fra fjernsynet, hvis man vil i Folketinget	ansigt	(39, 45)	centerfilialdirektøren bliver Den Danske Banks ansigt udadtil i lokalområdet	ansigt	(47, 53)	same_sense
349	ansigt	sb.	i Rostock og andre tyske byer .. har racismen igen stukket sit grimme ansigt frem	ansigt	(70, 76)	Blandt ensomhedens mange ansigter er også den frivillige isolation	ansigter	(25, 33)	same_sense
351	ansigt	sb.	Blandt ensomhedens mange ansigter er også den frivillige isolation	ansigter	(25, 33)	Han mener, at Arafat har vist sit og PLOs sande ansigt med den ubetingede støtte til Saddam Hussein	ansigt	(48, 54)	same_sense
389	ansigt	sb.	Han mener, at Arafat har vist sit og PLOs sande ansigt med den ubetingede støtte til Saddam Hussein	ansigt	(48, 54)	Det er en stor fordel at være et kendt ansigt fra fjernsynet, hvis man vil i Folketinget	ansigt	(39, 45)	different_sense
381	ansigt	sb.	Hans ansigt var én stor undskyldning	ansigt	(5, 11)	centerfilialdirektøren bliver Den Danske Banks ansigt udadtil i lokalområdet	ansigt	(47, 53)	different_sense
371	ansigt	sb.	Jeg vil godt se deres ansigter, når vi tager de nye våben i brug	ansigter	(22, 30)	i Rostock og andre tyske byer .. har racismen igen stukket sit grimme ansigt frem	ansigt	(70, 76)	different_sense
392	ansøgning	sb.	"Ansøgning og bilag i 5 eksemplarer, mærket ""Stilling nr. 92006"" .. skal være Personalekontoret i hænde senest den 17. februar"	Ansøgning	(0, 9)	"""Initivgruppen"" sendte en ansøgning til Københavns Kommune om overdragelse af den nedlagte brødfabrik"	ansøgning	(26, 35)	same_sense
393	ansøgning	sb.	Ansøgning om ophold på julemærkehjem skal ske på et skema, som fås på julemærkets kontor	Ansøgning	(0, 9)	"Ansøgning og bilag i 5 eksemplarer, mærket ""Stilling nr. 92006"" .. skal være Personalekontoret i hænde senest den 17. februar"	Ansøgning	(0, 9)	different_sense
394	ansøgning	sb.	Ansøgning om ophold på julemærkehjem skal ske på et skema, som fås på julemærkets kontor	Ansøgning	(0, 9)	"""Initivgruppen"" sendte en ansøgning til Københavns Kommune om overdragelse af den nedlagte brødfabrik"	ansøgning	(26, 35)	different_sense
395	antagelse	sb.	også dette skuespil blev forkastet, selvom professor Hans Brix kæmpede for dets antagelse over for Det kgl. Teaters direktør	antagelse	(80, 89)	Kontorfunktionærer uden lærlingeuddannelse vil straks fra antagelsen kunne aflønnes med assistentløn	antagelsen	(58, 68)	same_sense
396	antagelse	sb.	"der [er] ikke et videnskabeligt grundlag for den antagelse, at gensplejsning er mere ""farlig"" end andre former for genmanipulation"	antagelse	(49, 58)	også dette skuespil blev forkastet, selvom professor Hans Brix kæmpede for dets antagelse over for Det kgl. Teaters direktør	antagelse	(80, 89)	different_sense
397	antagelse	sb.	"der [er] ikke et videnskabeligt grundlag for den antagelse, at gensplejsning er mere ""farlig"" end andre former for genmanipulation"	antagelse	(49, 58)	Kontorfunktionærer uden lærlingeuddannelse vil straks fra antagelsen kunne aflønnes med assistentløn	antagelsen	(58, 68)	different_sense
398	apati	sb.	Han bliver fyret som stålværftsarbejder og sløver hen i total apati foran TV'et	apati	(62, 67)	Angsten blev afløst af modløshed og apati, dagene flød sammen i en grød	apati	(36, 41)	same_sense
399	apati	sb.	Han bliver fyret som stålværftsarbejder og sløver hen i total apati foran TV'et	apati	(62, 67)	Problemet med meningsløst pseudoarbejde er, at det medfører apati og skaber et samfund baseret på mistillid	apati	(60, 65)	different_sense
400	apati	sb.	Angsten blev afløst af modløshed og apati, dagene flød sammen i en grød	apati	(36, 41)	Problemet med meningsløst pseudoarbejde er, at det medfører apati og skaber et samfund baseret på mistillid	apati	(60, 65)	different_sense
401	apparat	sb.	En seismograf er et apparat til optegnelse og måling af de bølger, der opstår ved jordskælv	apparat	(20, 27)	Eneste nymodens apparat indenfor hans fire vægge er en trykknap-telefon af nyeste tilsnit	apparat	(16, 23)	same_sense
406	apparat	sb.	Det store, tunge apparat — universitetet — har været svært at bakse rundt med for undervisningsministeren	apparat	(17, 24)	"Hendes store studie om ""Andersen i Wien"" har hele det filologiske apparat i sving, men diskret"	apparat	(66, 73)	different_sense
404	apparat	sb.	En seismograf er et apparat til optegnelse og måling af de bølger, der opstår ved jordskælv	apparat	(20, 27)	"Hendes store studie om ""Andersen i Wien"" har hele det filologiske apparat i sving, men diskret"	apparat	(66, 73)	different_sense
402	apparat	sb.	En seismograf er et apparat til optegnelse og måling af de bølger, der opstår ved jordskælv	apparat	(20, 27)	Det store, tunge apparat — universitetet — har været svært at bakse rundt med for undervisningsministeren	apparat	(17, 24)	different_sense
408	appel	sb.	Jeg vil gerne rette en appel til alle om hjælp til at finde Søs	appel	(23, 28)	reklamebranchen arbejder med visuelle meddelelsers appel	appel	(51, 56)	different_sense
412	appel	sb.	reklamebranchen arbejder med visuelle meddelelsers appel	appel	(51, 56)	Advokat Jørgen Jacobsen håber, at hans klient vil lade dommen prøve gennem en appel	appel	(78, 83)	different_sense
410	appel	sb.	TV 2-sporten er mere end solid og sender fodbold- og boksekampe med appel til en masse seere	appel	(68, 73)	reklamebranchen arbejder med visuelle meddelelsers appel	appel	(51, 56)	different_sense
413	appendiks	sb.	"George Orwells dystre fremtidsroman fra 1948, ""1984"", rummer et appendix med titlen ""Hovedreglerne for Nysprog"""	appendix	(64, 72)	For eleverne er og bliver byen [: Sorø] et stilfærdigt appendiks til skolens store organisme	appendiks	(55, 64)	different_sense
414	appetit	sb.	Gunillas appetit på mænd var almindeligt kendt	appetit	(9, 16)	koncertens gode start havde vakt publikums appetit efter flere .. musikalske lækkerier	appetit	(43, 50)	same_sense
415	appetit	sb.	Faderen havde altid haft en god appetit og spiste, hvad der blev sat foran ham	appetit	(32, 39)	Gunillas appetit på mænd var almindeligt kendt	appetit	(9, 16)	different_sense
